Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
lzfse 2017-03-08,48.11,349.28,124759,50093,40.15,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
lzo1b 2.10 -1,97.31,256.39,124759,73282,58.74,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
lzo1c 2.10 -1,102.82,262.17,124759,74577,59.78,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
lzof 2.10 -1,86.82,237.69,124759,76988,61.71,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
lzo1x 2.10 -1,186.45,260.54,124759,76534,61.35,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
lzo1y 2.10 -1,193.56,271.28,124759,78610,63.01,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
lzsse4fast 2019-04-18,112.03,2332.73,124759,65993,52.90,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
lzsse8 2019-04-18 -1,12.09,2573.52,124759,58654,47.01,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
lzvn 2017-03-08,31.56,481.78,124759,62491,50.09,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
quicklz 1.5.0 -1,199.48,306.39,124759,73050,58.55,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
quicklz 1.5.0 -2,90.84,288.70,124759,63447,50.86,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
snappy 1.2.2,230.69,491.81,124759,76923,61.66,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
zstd 1.5.7 -1,195.01,828.48,124759,54423,43.62,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
zstd 1.5.7 -2,143.13,683.23,124759,52005,41.68,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
zstd 1.5.7 -3,128.32,753.13,124759,50209,40.24,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
zstd 1.5.7 -4,119.59,643.57,124759,51109,40.97,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
zstd 1.5.7 -5,64.11,624.95,124759,49760,39.88,shakespeare//titus-andronicus_TXT_FolgerShakespeare.txt
memcpy,27992.86,28782.00,149062,149062,100.00,shakespeare//the-winters-tale_TXT_FolgerShakespeare.txt
fastlz 0.5.0 -1,162.72,310.91,149062,91099,61.11,shakespeare//the-winters-tale_TXT_FolgerShakespeare.txt
fastlz 0.5.0 -2,143.92,300.19,149062,90222,60.53,shakespeare//the-winters-tale_TXT_FolgerShakespeare.txt
