,Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename,File-bits,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
171,zstd 1.5.7 -2,260.19,707.48,22874384,9569361,41.83,jmh-x64-O2,182995072,0.91848,20287912.341268,0.333517,3.475982,0.260255
172,zstd 1.5.7 -3,181.69,669.85,22874384,9140060,39.96,jmh-x64-O2,182995072,0.91848,20287912.341268,0.333517,3.475982,0.260255
173,zstd 1.5.7 -4,161.68,668.82,22874384,9057123,39.6,jmh-x64-O2,182995072,0.91848,20287912.341268,0.333517,3.475982,0.260255
174,zstd 1.5.7 -5,91.57,654.34,22874384,8908555,38.95,jmh-x64-O2,182995072,0.91848,20287912.341268,0.333517,3.475982,0.260255
175,memcpy,17097.58,18974.4,24133184,24133184,100.0,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
176,fastlz 0.5.0 -1,165.57,428.07,24133184,13377698,55.43,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
177,fastlz 0.5.0 -2,176.76,421.64,24133184,13141032,54.45,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
178,kanzi 2.3 -1,155.29,781.24,24133184,11129652,46.12,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
179,kanzi 2.3 -2,125.56,276.22,24133184,9244423,38.31,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
180,kanzi 2.3 -3,85.63,282.47,24133184,9254345,38.35,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
181,lizard 2.1 -10,337.67,2609.73,24133184,13196549,54.68,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
182,lizard 2.1 -11,201.63,2701.88,24133184,12345074,51.15,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
183,lizard 2.1 -12,112.35,2754.6,24133184,11640758,48.24,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
184,lizard 2.1 -13,73.47,2593.88,24133184,11373081,47.13,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
185,lizard 2.1 -14,68.59,2615.33,24133184,11222232,46.5,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
186,lz4 1.10.0,396.13,2478.74,24133184,13009937,53.91,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
187,lz4 1.10.0 --fast -3,475.14,2468.34,24133184,13968533,57.88,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
188,lz4 1.10.0 --fast -17,766.71,3165.75,24133184,17340346,71.85,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
189,lzav 4.22 -1,346.31,1770.94,24133184,12434017,51.52,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
190,lzav 4.22 -2,61.15,1557.81,24133184,10860214,45.0,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
191,lzf 3.6 -0,214.4,371.43,24133184,13218329,54.77,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
192,lzf 3.6 -1,208.86,369.91,24133184,13060485,54.12,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
193,lzfse 2017-03-08,63.62,452.54,24133184,9199791,38.12,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
194,lzo1b 2.10 -1,112.03,407.11,24133184,12773740,52.93,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
195,lzo1c 2.10 -1,127.16,420.74,24133184,12744388,52.81,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
196,lzof 2.10 -1,114.11,385.83,24133184,12291094,50.93,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
197,lzo1x 2.10 -1,326.46,432.41,24133184,12548235,52.0,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
198,lzo1y 2.10 -1,325.11,435.28,24133184,12575265,52.11,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
199,lzsse4fast 2019-04-18,171.43,1907.42,24133184,13485609,55.88,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
200,lzsse8 2019-04-18 -1,9.37,2744.55,24133184,11359647,47.07,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
201,lzvn 2017-03-08,42.68,544.73,24133184,10049158,41.64,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
202,quicklz 1.5.0 -1,266.22,298.54,24133184,12097920,50.13,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
203,quicklz 1.5.0 -2,139.44,295.93,24133184,11112246,46.05,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
204,snappy 1.2.1,301.13,766.62,24133184,13068440,54.15,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
205,zstd 1.5.7 -1,309.72,753.05,24133184,9997389,41.43,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
206,zstd 1.5.7 -2,266.68,725.79,24133184,9446745,39.14,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
207,zstd 1.5.7 -3,189.18,690.66,24133184,9047246,37.49,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
208,zstd 1.5.7 -4,166.29,688.2,24133184,8985120,37.23,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
209,zstd 1.5.7 -5,94.32,671.6,24133184,8826903,36.58,jmh-x64-prof,193065472,0.921121,20723848.852916,0.336185,3.529462,0.232087
210,memcpy,15191.88,15565.0,7080144,7080144,100.0,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
211,fastlz 0.5.0 -1,167.96,431.48,7080144,3735766,52.76,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
212,fastlz 0.5.0 -2,181.95,424.43,7080144,3686440,52.07,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
213,kanzi 2.3 -1,165.55,800.65,7080144,3124813,44.13,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
214,kanzi 2.3 -2,136.02,287.39,7080144,2591479,36.6,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
215,kanzi 2.3 -3,93.63,288.69,7080144,2603232,36.77,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
216,lizard 2.1 -10,349.39,2761.16,7080144,3710795,52.41,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
217,lizard 2.1 -11,193.57,2872.95,7080144,3479053,49.14,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
218,lizard 2.1 -12,112.36,2923.63,7080144,3268515,46.16,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
219,lizard 2.1 -13,75.17,2549.41,7080144,3194620,45.12,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
220,lizard 2.1 -14,70.43,2575.35,7080144,3153426,44.54,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
221,lz4 1.10.0,408.71,2573.39,7080144,3643829,51.47,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
222,lz4 1.10.0 --fast -3,495.45,2558.84,7080144,3922605,55.4,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
223,lz4 1.10.0 --fast -17,822.24,3552.05,7080144,4935246,69.71,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
224,lzav 4.22 -1,376.93,1936.38,7080144,3519290,49.71,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
225,lzav 4.22 -2,65.69,1672.29,7080144,3090049,43.64,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
226,lzf 3.6 -0,228.97,378.46,7080144,3682800,52.02,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
227,lzf 3.6 -1,218.86,376.35,7080144,3643662,51.46,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
228,lzfse 2017-03-08,64.98,457.62,7080144,2592565,36.62,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
229,lzo1b 2.10 -1,111.46,408.85,7080144,3570104,50.42,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
230,lzo1c 2.10 -1,128.15,421.1,7080144,3551190,50.16,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
231,lzof 2.10 -1,115.19,390.77,7080144,3427986,48.42,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
232,lzo1x 2.10 -1,343.21,443.59,7080144,3520309,49.72,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
233,lzo1y 2.10 -1,343.3,444.6,7080144,3526614,49.81,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
234,lzsse4fast 2019-04-18,147.72,1896.43,7080144,4097153,57.87,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
235,lzsse8 2019-04-18 -1,4.81,2827.0,7080144,3208454,45.32,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
236,lzvn 2017-03-08,44.02,563.53,7080144,2817580,39.8,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
237,quicklz 1.5.0 -1,289.61,323.88,7080144,3384273,47.8,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
238,quicklz 1.5.0 -2,145.86,313.24,7080144,3106064,43.87,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
239,snappy 1.2.1,319.71,783.83,7080144,3672063,51.86,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
240,zstd 1.5.7 -1,323.37,771.1,7080144,2794595,39.47,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
241,zstd 1.5.7 -2,278.82,746.53,7080144,2651858,37.45,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
242,zstd 1.5.7 -3,200.95,708.35,7080144,2536447,35.82,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
243,zstd 1.5.7 -4,173.78,702.76,7080144,2523338,35.64,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
244,zstd 1.5.7 -5,96.5,685.06,7080144,2485882,35.11,fork-join-pool-isolate-x64-O2,56641152,0.885441,8754577.351806,0.303428,3.573514,0.286582
245,memcpy,15079.49,15429.79,8325328,8325328,100.0,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
246,fastlz 0.5.0 -1,161.19,418.09,8325328,4648455,55.84,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
247,fastlz 0.5.0 -2,167.91,407.53,8325328,4568586,54.88,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
248,kanzi 2.3 -1,156.67,795.45,8325328,3831156,46.02,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
249,kanzi 2.3 -2,128.68,279.38,8325328,3203423,38.48,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
250,kanzi 2.3 -3,87.19,283.82,8325328,3187820,38.29,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
251,lizard 2.1 -10,334.71,2644.67,8325328,4603141,55.29,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
252,lizard 2.1 -11,180.92,2696.53,8325328,4276866,51.37,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
253,lizard 2.1 -12,106.12,2799.88,8325328,4024839,48.34,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
254,lizard 2.1 -13,70.07,2636.96,8325328,3933944,47.25,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
255,lizard 2.1 -14,65.62,2669.21,8325328,3885535,46.67,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
256,lz4 1.10.0,388.73,2510.55,8325328,4530929,54.42,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
257,lz4 1.10.0 --fast -3,478.87,2475.09,8325328,4908171,58.95,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
258,lz4 1.10.0 --fast -17,839.1,3648.26,8325328,6167311,74.08,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
259,lzav 4.22 -1,340.46,1799.41,8325328,4280860,51.42,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
260,lzav 4.22 -2,59.85,1559.4,8325328,3756396,45.12,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
261,lzf 3.6 -0,211.79,361.58,8325328,4572416,54.92,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
262,lzf 3.6 -1,201.76,357.76,8325328,4522509,54.32,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
263,lzfse 2017-03-08,62.31,445.34,8325328,3198522,38.42,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
264,lzo1b 2.10 -1,107.8,389.2,8325328,4423016,53.13,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
265,lzo1c 2.10 -1,123.19,404.64,8325328,4409582,52.97,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
266,lzof 2.10 -1,111.46,371.78,8325328,4269448,51.28,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
267,lzo1x 2.10 -1,319.13,410.66,8325328,4357048,52.33,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
268,lzo1y 2.10 -1,320.0,412.29,8325328,4371247,52.51,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
269,lzsse4fast 2019-04-18,148.72,1913.98,8325328,4712186,56.6,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
270,lzsse8 2019-04-18 -1,5.31,2795.17,8325328,3909085,46.95,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
271,lzvn 2017-03-08,41.91,552.12,8325328,3467148,41.65,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
272,quicklz 1.5.0 -1,270.14,305.43,8325328,4199552,50.44,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
273,quicklz 1.5.0 -2,137.93,294.42,8325328,3837999,46.1,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
274,snappy 1.2.1,296.74,763.5,8325328,4542213,54.56,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
275,zstd 1.5.7 -1,304.91,735.96,8325328,3498741,42.03,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
276,zstd 1.5.7 -2,263.18,711.22,8325328,3287051,39.48,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
277,zstd 1.5.7 -3,187.48,681.88,8325328,3134651,37.65,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
278,zstd 1.5.7 -4,164.27,677.49,8325328,3098447,37.22,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
279,zstd 1.5.7 -5,92.74,662.39,8325328,3049853,36.63,fork-join-pool-isolate-x64-O3,66602624,0.90837,8279572.263126,0.32371,3.514227,0.277594
280,memcpy,15287.66,15231.88,7669360,7669360,100.0,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
281,fastlz 0.5.0 -1,189.96,446.64,7669360,3780498,49.29,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
282,fastlz 0.5.0 -2,193.31,441.65,7669360,3720581,48.51,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
283,kanzi 2.3 -1,164.75,813.42,7669360,3149745,41.07,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
284,kanzi 2.3 -2,137.25,302.92,7669360,2588701,33.75,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
285,kanzi 2.3 -3,97.06,304.08,7669360,2601288,33.92,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
286,lizard 2.1 -10,356.55,2642.61,7669360,3744310,48.82,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
287,lizard 2.1 -11,206.39,2791.16,7669360,3522596,45.93,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
288,lizard 2.1 -12,116.82,2860.43,7669360,3298514,43.01,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
289,lizard 2.1 -13,77.66,2441.73,7669360,3214402,41.91,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
290,lizard 2.1 -14,71.07,2460.59,7669360,3168827,41.32,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
291,lz4 1.10.0,415.82,2536.54,7669360,3674665,47.91,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
292,lz4 1.10.0 --fast -3,486.0,2520.49,7669360,3941838,51.4,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
293,lz4 1.10.0 --fast -17,753.53,3175.66,7669360,4977787,64.9,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
294,lzav 4.22 -1,377.47,1899.2,7669360,3529147,46.02,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
295,lzav 4.22 -2,69.64,1707.73,7669360,3092051,40.32,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
296,lzf 3.6 -0,240.41,388.91,7669360,3737952,48.74,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
297,lzf 3.6 -1,232.26,387.03,7669360,3693688,48.16,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
298,lzfse 2017-03-08,67.15,473.17,7669360,2593632,33.82,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
299,lzo1b 2.10 -1,126.87,444.28,7669360,3615076,47.14,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
300,lzo1c 2.10 -1,146.91,453.03,7669360,3596620,46.9,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
301,lzof 2.10 -1,131.71,427.25,7669360,3470232,45.25,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
302,lzo1x 2.10 -1,359.7,467.44,7669360,3571661,46.57,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
303,lzo1y 2.10 -1,357.84,463.66,7669360,3574481,46.61,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
304,lzsse4fast 2019-04-18,156.41,1996.19,7669360,4224601,55.08,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
305,lzsse8 2019-04-18 -1,5.12,2938.12,7669360,3250781,42.39,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
306,lzvn 2017-03-08,46.15,585.2,7669360,2843038,37.07,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
307,quicklz 1.5.0 -1,302.82,329.47,7669360,3410282,44.47,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
308,quicklz 1.5.0 -2,146.22,322.1,7669360,3127850,40.78,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
309,snappy 1.2.1,330.4,800.88,7669360,3741296,48.78,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
310,zstd 1.5.7 -1,332.52,803.25,7669360,2769834,36.12,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
311,zstd 1.5.7 -2,287.81,777.15,7669360,2640977,34.44,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
312,zstd 1.5.7 -3,208.68,733.77,7669360,2531710,33.01,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
313,zstd 1.5.7 -4,181.76,731.43,7669360,2527522,32.96,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
314,zstd 1.5.7 -5,101.19,711.69,7669360,2491648,32.49,fork-join-pool-isolate-x64-prof,61354880,0.887528,9315134.608944,0.305177,3.627621,0.252109
315,memcpy,15190.86,15205.2,59931504,59931504,100.0,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
316,fastlz 0.5.0 -1,185.01,466.49,59931504,30458529,50.82,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
317,fastlz 0.5.0 -2,192.44,458.65,59931504,30008836,50.07,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
318,kanzi 2.3 -1,151.53,832.92,59931504,24858602,41.48,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
319,kanzi 2.3 -2,128.69,304.11,59931504,20229034,33.75,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
320,kanzi 2.3 -3,87.85,308.4,59931504,20324162,33.91,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
321,lizard 2.1 -10,356.55,2595.73,59931504,29813269,49.75,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
322,lizard 2.1 -11,234.62,2644.82,59931504,28123773,46.93,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
323,lizard 2.1 -12,121.08,2683.03,59931504,26367657,44.0,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
324,lizard 2.1 -13,76.94,2672.47,59931504,25723437,42.92,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
325,lizard 2.1 -14,71.52,2692.33,59931504,25354839,42.31,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
326,lz4 1.10.0,407.21,2537.99,59931504,29462542,49.16,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
327,lz4 1.10.0 --fast -3,470.07,2564.6,59931504,31330105,52.28,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
328,lz4 1.10.0 --fast -17,698.87,2923.87,59931504,38721006,64.61,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
329,lzav 4.22 -1,369.45,1756.15,59931504,28039548,46.79,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
330,lzav 4.22 -2,65.96,1622.36,59931504,24581416,41.02,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
331,lzf 3.6 -0,237.92,390.35,59931504,30107852,50.24,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
332,lzf 3.6 -1,230.94,389.62,59931504,29758582,49.65,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
333,lzfse 2017-03-08,68.4,495.27,59931504,20397183,34.03,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
334,lzo1b 2.10 -1,126.26,442.39,59931504,29220106,48.76,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
335,lzo1c 2.10 -1,143.66,458.13,59931504,29062261,48.49,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
336,lzof 2.10 -1,128.39,428.57,59931504,28015314,46.75,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
337,lzo1x 2.10 -1,344.55,475.08,59931504,28517291,47.58,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
338,lzo1y 2.10 -1,343.36,479.74,59931504,28530780,47.61,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
339,lzsse4fast 2019-04-18,201.26,1932.46,59931504,29784942,49.7,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
340,lzsse8 2019-04-18 -1,12.06,2824.72,59931504,25886235,43.19,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
