Filename,0,File-bits,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation,Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,lzsse8 2019-04-18 -1,15.04,1991.94,542720,259894,47.89
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,lzvn 2017-03-08,37.01,472.02,542720,225582,41.57
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,quicklz 1.5.0 -1,215.4,314.34,542720,283922,52.31
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,quicklz 1.5.0 -2,109.32,291.3,542720,257559,47.46
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,snappy 1.2.1,201.95,485.91,542720,307726,56.7
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,zstd 1.5.7 -1,210.1,671.14,542720,223132,41.11
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,zstd 1.5.7 -2,162.25,630.62,542720,215714,39.75
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,zstd 1.5.7 -3,132.17,588.85,542720,205871,37.93
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,zstd 1.5.7 -4,131.87,590.39,542720,205602,37.88
./llvm-lua-gcc-linux-x64-debug.tar,1,4341760,0.869741,760125.530251,0.290791,3.642776,0.237396,zstd 1.5.7 -5,71.18,577.32,542720,201371,37.1
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,memcpy,9454.35,9397.58,90030080,90030080,100.0
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,fastlz 0.5.0 -1,216.55,467.01,90030080,35121580,39.01
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,fastlz 0.5.0 -2,201.91,466.79,90030080,33094224,36.76
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,kanzi 2.3 -1,112.5,623.49,90030080,26014863,28.9
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,kanzi 2.3 -2,100.33,340.61,90030080,21747754,24.16
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,kanzi 2.3 -3,77.21,224.12,90030080,20958111,23.28
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lizard 2.1 -10,326.53,1386.7,90030080,33728278,37.46
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lizard 2.1 -11,242.28,1332.07,90030080,31671379,35.18
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lizard 2.1 -12,111.16,1451.45,90030080,28268981,31.4
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lizard 2.1 -13,69.41,1461.11,90030080,27333491,30.36
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lizard 2.1 -14,63.81,1475.22,90030080,26831277,29.8
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lz4 1.10.0,418.09,2121.53,90030080,32956215,36.61
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lz4 1.10.0 --fast -3,454.04,2124.69,90030080,35273925,39.18
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lz4 1.10.0 --fast -17,624.12,2227.44,90030080,46993751,52.2
./renaissance-native-image:reactors-graalvm-linux-x64-O1.tar,1,720240640,0.930958,67828802.707407,0.34656,3.879984,0.12788,lzav 4.22 -1,305.08,1556.69,90030080,28167164,31.29
