Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
lizard 2.1 -11,292.84,3097.35,4131510,2171412,52.56,corpus_text//hello-isolate-x64-O3-text
lizard 2.1 -12,169.14,3217.12,4131510,2053376,49.70,corpus_text//hello-isolate-x64-O3-text
lizard 2.1 -13,110.00,3238.72,4131510,2006918,48.58,corpus_text//hello-isolate-x64-O3-text
lizard 2.1 -14,102.42,3259.94,4131510,1980664,47.94,corpus_text//hello-isolate-x64-O3-text
lz4 1.10.0,670.39,4658.32,4131510,2400747,58.11,corpus_text//hello-isolate-x64-O3-text
lz4 1.10.0 --fast -3,851.41,4530.23,4131510,2663878,64.48,corpus_text//hello-isolate-x64-O3-text
lz4 1.10.0 --fast -17,1814.90,7716.75,4131510,3382784,81.88,corpus_text//hello-isolate-x64-O3-text
lzav 4.22 -1,472.95,2859.94,4131510,2102785,50.90,corpus_text//hello-isolate-x64-O3-text
lzav 4.22 -2,85.41,2480.42,4131510,1838958,44.51,corpus_text//hello-isolate-x64-O3-text
lzf 3.6 -0,330.84,598.71,4131510,2435718,58.95,corpus_text//hello-isolate-x64-O3-text
lzf 3.6 -1,315.81,589.02,4131510,2393713,57.94,corpus_text//hello-isolate-x64-O3-text
lzfse 2017-03-08,85.24,745.52,4131510,1658033,40.13,corpus_text//hello-isolate-x64-O3-text
lzo1b 2.10 -1,191.04,608.48,4131510,2343478,56.72,corpus_text//hello-isolate-x64-O3-text
lzo1c 2.10 -1,213.05,633.78,4131510,2356515,57.04,corpus_text//hello-isolate-x64-O3-text
lzof 2.10 -1,185.50,571.77,4131510,2301680,55.71,corpus_text//hello-isolate-x64-O3-text
lzo1x 2.10 -1,518.39,626.99,4131510,2314887,56.03,corpus_text//hello-isolate-x64-O3-text
lzo1y 2.10 -1,528.56,625.42,4131510,2335276,56.52,corpus_text//hello-isolate-x64-O3-text
lzsse4fast 2019-04-18,245.90,4132.08,4131510,2142573,51.86,corpus_text//hello-isolate-x64-O3-text
lzsse8 2019-04-18 -1,6.48,4909.20,4131510,1947172,47.13,corpus_text//hello-isolate-x64-O3-text
lzvn 2017-03-08,71.48,999.51,4131510,1795198,43.45,corpus_text//hello-isolate-x64-O3-text
quicklz 1.5.0 -1,431.23,557.66,4131510,2251524,54.50,corpus_text//hello-isolate-x64-O3-text
quicklz 1.5.0 -2,235.46,547.48,4131510,2002639,48.47,corpus_text//hello-isolate-x64-O3-text
snappy 1.2.1,390.45,1188.89,4131510,2404921,58.21,corpus_text//hello-isolate-x64-O3-text
zstd 1.5.7 -1,480.61,1389.48,4131510,1914990,46.35,corpus_text//hello-isolate-x64-O3-text
zstd 1.5.7 -2,396.33,1343.73,4131510,1738141,42.07,corpus_text//hello-isolate-x64-O3-text
zstd 1.5.7 -3,280.78,1259.36,4131510,1635258,39.58,corpus_text//hello-isolate-x64-O3-text
zstd 1.5.7 -4,243.88,1243.53,4131510,1588225,38.44,corpus_text//hello-isolate-x64-O3-text
zstd 1.5.7 -5,134.69,1210.34,4131510,1545513,37.41,corpus_text//hello-isolate-x64-O3-text
memcpy,28494.36,28073.86,21546521,21546521,100.00,corpus_text//micronaut-conferences-x64-O3-text
fastlz 0.5.0 -1,290.24,625.51,21546521,12106011,56.19,corpus_text//micronaut-conferences-x64-O3-text
fastlz 0.5.0 -2,278.19,616.65,21546521,11825857,54.89,corpus_text//micronaut-conferences-x64-O3-text
kanzi 2.3 -1,232.78,1263.72,21546521,9030360,41.91,corpus_text//micronaut-conferences-x64-O3-text
kanzi 2.3 -2,199.46,544.32,21546521,7751331,35.97,corpus_text//micronaut-conferences-x64-O3-text
kanzi 2.3 -3,139.21,573.53,21546521,7584100,35.20,corpus_text//micronaut-conferences-x64-O3-text
lizard 2.1 -10,520.42,2924.79,21546521,11348986,52.67,corpus_text//micronaut-conferences-x64-O3-text
lizard 2.1 -11,343.37,2759.19,21546521,10387542,48.21,corpus_text//micronaut-conferences-x64-O3-text
lizard 2.1 -12,181.61,2987.21,21546521,9683496,44.94,corpus_text//micronaut-conferences-x64-O3-text
lizard 2.1 -13,115.06,2987.76,21546521,9334616,43.32,corpus_text//micronaut-conferences-x64-O3-text
lizard 2.1 -14,105.25,2986.21,21546521,9125274,42.35,corpus_text//micronaut-conferences-x64-O3-text
lz4 1.10.0,614.26,4067.07,21546521,11279555,52.35,corpus_text//micronaut-conferences-x64-O3-text
lz4 1.10.0 --fast -3,693.43,4021.31,21546521,12386242,57.49,corpus_text//micronaut-conferences-x64-O3-text
lz4 1.10.0 --fast -17,1185.04,4736.14,21546521,16366297,75.96,corpus_text//micronaut-conferences-x64-O3-text
lzav 4.22 -1,427.17,2239.05,21546521,9886558,45.88,corpus_text//micronaut-conferences-x64-O3-text
lzav 4.22 -2,90.93,2194.84,21546521,8547294,39.67,corpus_text//micronaut-conferences-x64-O3-text
lzf 3.6 -0,330.49,562.75,21546521,11905232,55.25,corpus_text//micronaut-conferences-x64-O3-text
lzf 3.6 -1,323.25,564.51,21546521,11645795,54.05,corpus_text//micronaut-conferences-x64-O3-text
lzfse 2017-03-08,86.84,729.86,21546521,7784723,36.13,corpus_text//micronaut-conferences-x64-O3-text
lzo1b 2.10 -1,214.87,583.62,21546521,11365444,52.75,corpus_text//micronaut-conferences-x64-O3-text
lzo1c 2.10 -1,243.70,607.10,21546521,11367298,52.76,corpus_text//micronaut-conferences-x64-O3-text
lzof 2.10 -1,205.86,546.80,21546521,11051811,51.29,corpus_text//micronaut-conferences-x64-O3-text
lzo1x 2.10 -1,486.29,587.45,21546521,11020708,51.15,corpus_text//micronaut-conferences-x64-O3-text
lzo1y 2.10 -1,487.88,585.38,21546521,11086633,51.45,corpus_text//micronaut-conferences-x64-O3-text
lzsse4fast 2019-04-18,266.80,4126.42,21546521,10546439,48.95,corpus_text//micronaut-conferences-x64-O3-text
lzsse8 2019-04-18 -1,14.54,4692.92,21546521,9213238,42.76,corpus_text//micronaut-conferences-x64-O3-text
lzvn 2017-03-08,73.88,967.01,21546521,8454051,39.24,corpus_text//micronaut-conferences-x64-O3-text
quicklz 1.5.0 -1,399.85,541.04,21546521,10868818,50.44,corpus_text//micronaut-conferences-x64-O3-text
quicklz 1.5.0 -2,221.58,571.97,21546521,9584529,44.48,corpus_text//micronaut-conferences-x64-O3-text
snappy 1.2.1,340.38,992.38,21546521,11513072,53.43,corpus_text//micronaut-conferences-x64-O3-text
zstd 1.5.7 -1,441.74,1262.08,21546521,8607981,39.95,corpus_text//micronaut-conferences-x64-O3-text
zstd 1.5.7 -2,365.57,1204.48,21546521,7950075,36.90,corpus_text//micronaut-conferences-x64-O3-text
zstd 1.5.7 -3,271.39,1143.08,21546521,7485532,34.74,corpus_text//micronaut-conferences-x64-O3-text
zstd 1.5.7 -4,242.28,1130.96,21546521,7360111,34.16,corpus_text//micronaut-conferences-x64-O3-text
zstd 1.5.7 -5,131.40,1086.47,21546521,7131627,33.10,corpus_text//micronaut-conferences-x64-O3-text
memcpy,28535.70,29106.15,21912363,21912363,100.00,corpus_text//micronaut-conferences-isolate-x64-prof-text
fastlz 0.5.0 -1,285.94,622.86,21912363,12195919,55.66,corpus_text//micronaut-conferences-isolate-x64-prof-text
fastlz 0.5.0 -2,272.06,614.38,21912363,11911512,54.36,corpus_text//micronaut-conferences-isolate-x64-prof-text
kanzi 2.3 -1,227.85,1246.85,21912363,9053910,41.32,corpus_text//micronaut-conferences-isolate-x64-prof-text
kanzi 2.3 -2,196.01,539.10,21912363,7781074,35.51,corpus_text//micronaut-conferences-isolate-x64-prof-text
kanzi 2.3 -3,137.92,567.68,21912363,7615587,34.75,corpus_text//micronaut-conferences-isolate-x64-prof-text
lizard 2.1 -10,505.65,2841.76,21912363,11393897,52.00,corpus_text//micronaut-conferences-isolate-x64-prof-text
lizard 2.1 -11,339.96,2746.49,21912363,10427721,47.59,corpus_text//micronaut-conferences-isolate-x64-prof-text
lizard 2.1 -12,179.08,2885.34,21912363,9718511,44.35,corpus_text//micronaut-conferences-isolate-x64-prof-text
lizard 2.1 -13,113.31,2875.93,21912363,9372082,42.77,corpus_text//micronaut-conferences-isolate-x64-prof-text
lizard 2.1 -14,103.91,2892.43,21912363,9163407,41.82,corpus_text//micronaut-conferences-isolate-x64-prof-text
lz4 1.10.0,598.71,4018.72,21912363,11323298,51.68,corpus_text//micronaut-conferences-isolate-x64-prof-text
lz4 1.10.0 --fast -3,677.67,3974.68,21912363,12449240,56.81,corpus_text//micronaut-conferences-isolate-x64-prof-text
lz4 1.10.0 --fast -17,1162.02,4683.89,21912363,16451739,75.08,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzav 4.22 -1,424.63,2230.68,21912363,9925196,45.29,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzav 4.22 -2,85.89,2176.46,21912363,8582823,39.17,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzf 3.6 -0,331.39,556.64,21912363,12002647,54.78,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzf 3.6 -1,324.19,560.67,21912363,11749168,53.62,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzfse 2017-03-08,84.69,728.56,21912363,7819433,35.69,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzo1b 2.10 -1,212.99,578.77,21912363,11467865,52.34,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzo1c 2.10 -1,242.35,606.02,21912363,11444192,52.23,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzof 2.10 -1,204.83,545.99,21912363,11148384,50.88,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzo1x 2.10 -1,483.45,585.24,21912363,11116800,50.73,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzo1y 2.10 -1,482.61,582.61,21912363,11140146,50.84,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzsse4fast 2019-04-18,264.79,4067.20,21912363,10579215,48.28,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzsse8 2019-04-18 -1,14.43,4543.13,21912363,9254984,42.24,corpus_text//micronaut-conferences-isolate-x64-prof-text
lzvn 2017-03-08,72.97,973.81,21912363,8503495,38.81,corpus_text//micronaut-conferences-isolate-x64-prof-text
quicklz 1.5.0 -1,408.06,554.54,21912363,10890175,49.70,corpus_text//micronaut-conferences-isolate-x64-prof-text
quicklz 1.5.0 -2,230.34,582.11,21912363,9637751,43.98,corpus_text//micronaut-conferences-isolate-x64-prof-text
snappy 1.2.1,347.89,1020.70,21912363,11587247,52.88,corpus_text//micronaut-conferences-isolate-x64-prof-text
zstd 1.5.7 -1,450.81,1301.58,21912363,8652838,39.49,corpus_text//micronaut-conferences-isolate-x64-prof-text
zstd 1.5.7 -2,377.33,1243.26,21912363,7991935,36.47,corpus_text//micronaut-conferences-isolate-x64-prof-text
zstd 1.5.7 -3,279.66,1172.88,21912363,7519942,34.32,corpus_text//micronaut-conferences-isolate-x64-prof-text
zstd 1.5.7 -4,248.11,1158.34,21912363,7392502,33.74,corpus_text//micronaut-conferences-isolate-x64-prof-text
zstd 1.5.7 -5,134.16,1110.77,21912363,7164678,32.70,corpus_text//micronaut-conferences-isolate-x64-prof-text
memcpy,28311.52,28131.56,4124790,4124790,100.00,corpus_text//fork-join-pool-x64-O3-text
fastlz 0.5.0 -1,260.99,648.96,4124790,2489229,60.35,corpus_text//fork-join-pool-x64-O3-text
fastlz 0.5.0 -2,265.11,644.49,4124790,2418679,58.64,corpus_text//fork-join-pool-x64-O3-text
kanzi 2.3 -1,230.42,1286.09,4124790,1914644,46.42,corpus_text//fork-join-pool-x64-O3-text
kanzi 2.3 -2,192.87,511.93,4124790,1674051,40.59,corpus_text//fork-join-pool-x64-O3-text
kanzi 2.3 -3,129.19,540.22,4124790,1621226,39.30,corpus_text//fork-join-pool-x64-O3-text
lizard 2.1 -10,545.23,3059.79,4124790,2411781,58.47,corpus_text//fork-join-pool-x64-O3-text
lizard 2.1 -11,283.63,3010.68,4124790,2169116,52.59,corpus_text//fork-join-pool-x64-O3-text
lizard 2.1 -12,164.90,3134.69,4124790,2051087,49.73,corpus_text//fork-join-pool-x64-O3-text
lizard 2.1 -13,106.24,3154.21,4124790,2004647,48.60,corpus_text//fork-join-pool-x64-O3-text
lizard 2.1 -14,99.36,3180.03,4124790,1978434,47.96,corpus_text//fork-join-pool-x64-O3-text
lz4 1.10.0,653.25,4445.77,4124790,2400463,58.20,corpus_text//fork-join-pool-x64-O3-text
lz4 1.10.0 --fast -3,827.83,4426.85,4124790,2662685,64.55,corpus_text//fork-join-pool-x64-O3-text
lz4 1.10.0 --fast -17,1780.37,7424.71,4124790,3376844,81.87,corpus_text//fork-join-pool-x64-O3-text
lzav 4.22 -1,460.32,2770.31,4124790,2101360,50.94,corpus_text//fork-join-pool-x64-O3-text
lzav 4.22 -2,91.54,2447.80,4124790,1838839,44.58,corpus_text//fork-join-pool-x64-O3-text
lzf 3.6 -0,325.49,587.33,4124790,2434748,59.03,corpus_text//fork-join-pool-x64-O3-text
lzf 3.6 -1,313.39,579.31,4124790,2393784,58.03,corpus_text//fork-join-pool-x64-O3-text
lzfse 2017-03-08,84.21,725.87,4124790,1658726,40.21,corpus_text//fork-join-pool-x64-O3-text
lzo1b 2.10 -1,188.88,596.51,4124790,2341263,56.76,corpus_text//fork-join-pool-x64-O3-text
lzo1c 2.10 -1,209.64,625.97,4124790,2355391,57.10,corpus_text//fork-join-pool-x64-O3-text
lzof 2.10 -1,182.11,565.65,4124790,2302555,55.82,corpus_text//fork-join-pool-x64-O3-text
lzo1x 2.10 -1,516.77,619.30,4124790,2307819,55.95,corpus_text//fork-join-pool-x64-O3-text
lzo1y 2.10 -1,524.71,622.69,4124790,2327944,56.44,corpus_text//fork-join-pool-x64-O3-text
lzsse4fast 2019-04-18,244.14,4094.26,4124790,2139442,51.87,corpus_text//fork-join-pool-x64-O3-text
lzsse8 2019-04-18 -1,6.34,5036.57,4124790,1944916,47.15,corpus_text//fork-join-pool-x64-O3-text
lzvn 2017-03-08,69.63,981.51,4124790,1793464,43.48,corpus_text//fork-join-pool-x64-O3-text
quicklz 1.5.0 -1,421.99,548.69,4124790,2249278,54.53,corpus_text//fork-join-pool-x64-O3-text
quicklz 1.5.0 -2,230.12,535.03,4124790,2003923,48.58,corpus_text//fork-join-pool-x64-O3-text
snappy 1.2.1,381.77,1154.36,4124790,2399707,58.18,corpus_text//fork-join-pool-x64-O3-text
zstd 1.5.7 -1,470.46,1360.97,4124790,1915642,46.44,corpus_text//fork-join-pool-x64-O3-text
zstd 1.5.7 -2,387.25,1310.24,4124790,1736567,42.10,corpus_text//fork-join-pool-x64-O3-text
zstd 1.5.7 -3,274.26,1238.06,4124790,1634676,39.63,corpus_text//fork-join-pool-x64-O3-text
zstd 1.5.7 -4,237.02,1213.28,4124790,1587576,38.49,corpus_text//fork-join-pool-x64-O3-text
zstd 1.5.7 -5,130.12,1182.43,4124790,1544998,37.46,corpus_text//fork-join-pool-x64-O3-text
memcpy,27225.49,27076.81,21553497,21553497,100.00,corpus_text//micronaut-conferences-isolate-x64-O3-text
fastlz 0.5.0 -1,284.64,612.60,21553497,12110046,56.19,corpus_text//micronaut-conferences-isolate-x64-O3-text
fastlz 0.5.0 -2,268.03,602.55,21553497,11830108,54.89,corpus_text//micronaut-conferences-isolate-x64-O3-text
kanzi 2.3 -1,226.93,1235.27,21553497,9032402,41.91,corpus_text//micronaut-conferences-isolate-x64-O3-text
kanzi 2.3 -2,194.94,534.10,21553497,7753920,35.98,corpus_text//micronaut-conferences-isolate-x64-O3-text
kanzi 2.3 -3,135.50,562.23,21553497,7587893,35.20,corpus_text//micronaut-conferences-isolate-x64-O3-text
lizard 2.1 -10,503.37,2826.53,21553497,11353076,52.67,corpus_text//micronaut-conferences-isolate-x64-O3-text
lizard 2.1 -11,335.91,2711.54,21553497,10392871,48.22,corpus_text//micronaut-conferences-isolate-x64-O3-text
lizard 2.1 -12,177.04,2885.58,21553497,9687542,44.95,corpus_text//micronaut-conferences-isolate-x64-O3-text
lizard 2.1 -13,111.97,2866.59,21553497,9338599,43.33,corpus_text//micronaut-conferences-isolate-x64-O3-text
lizard 2.1 -14,102.59,2878.36,21553497,9129338,42.36,corpus_text//micronaut-conferences-isolate-x64-O3-text
lz4 1.10.0,599.53,3990.60,21553497,11282414,52.35,corpus_text//micronaut-conferences-isolate-x64-O3-text
lz4 1.10.0 --fast -3,673.69,3979.75,21553497,12394411,57.51,corpus_text//micronaut-conferences-isolate-x64-O3-text
lz4 1.10.0 --fast -17,1169.76,4635.53,21553497,16367722,75.94,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzav 4.22 -1,419.93,2195.61,21553497,9890308,45.89,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzav 4.22 -2,84.33,2162.19,21553497,8551417,39.68,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzf 3.6 -0,325.93,551.46,21553497,11910633,55.26,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzf 3.6 -1,319.84,558.14,21553497,11650446,54.05,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzfse 2017-03-08,84.62,715.55,21553497,7788524,36.14,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzo1b 2.10 -1,209.97,575.37,21553497,11371464,52.76,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzo1c 2.10 -1,241.05,599.93,21553497,11372541,52.76,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzof 2.10 -1,201.67,539.61,21553497,11057106,51.30,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzo1x 2.10 -1,476.12,578.03,21553497,11020774,51.13,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzo1y 2.10 -1,479.83,578.06,21553497,11087009,51.44,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzsse4fast 2019-04-18,264.26,4024.81,21553497,10551234,48.95,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzsse8 2019-04-18 -1,14.23,4558.77,21553497,9217402,42.77,corpus_text//micronaut-conferences-isolate-x64-O3-text
lzvn 2017-03-08,73.00,967.06,21553497,8457859,39.24,corpus_text//micronaut-conferences-isolate-x64-O3-text
quicklz 1.5.0 -1,402.93,552.67,21553497,10874653,50.45,corpus_text//micronaut-conferences-isolate-x64-O3-text
quicklz 1.5.0 -2,228.16,579.82,21553497,9584486,44.47,corpus_text//micronaut-conferences-isolate-x64-O3-text
snappy 1.2.1,345.62,1009.59,21553497,11516364,53.43,corpus_text//micronaut-conferences-isolate-x64-O3-text
zstd 1.5.7 -1,448.29,1290.45,21553497,8616216,39.98,corpus_text//micronaut-conferences-isolate-x64-O3-text
zstd 1.5.7 -2,375.17,1226.14,21553497,7952601,36.90,corpus_text//micronaut-conferences-isolate-x64-O3-text
zstd 1.5.7 -3,279.24,1169.65,21553497,7491997,34.76,corpus_text//micronaut-conferences-isolate-x64-O3-text
zstd 1.5.7 -4,244.45,1150.64,21553497,7365411,34.17,corpus_text//micronaut-conferences-isolate-x64-O3-text
zstd 1.5.7 -5,133.90,1099.61,21553497,7135373,33.11,corpus_text//micronaut-conferences-isolate-x64-O3-text
memcpy,29507.43,29106.86,16953817,16953817,100.00,corpus_text//jmh-x64-O3-text
fastlz 0.5.0 -1,249.33,618.57,16953817,10676863,62.98,corpus_text//jmh-x64-O3-text
fastlz 0.5.0 -2,252.56,615.70,16953817,10314972,60.84,corpus_text//jmh-x64-O3-text
kanzi 2.3 -1,220.99,1255.88,16953817,8080155,47.66,corpus_text//jmh-x64-O3-text
kanzi 2.3 -2,185.86,489.90,16953817,7063729,41.66,corpus_text//jmh-x64-O3-text
kanzi 2.3 -3,123.27,515.84,16953817,6842193,40.36,corpus_text//jmh-x64-O3-text
lizard 2.1 -10,507.94,2895.17,16953817,10252601,60.47,corpus_text//jmh-x64-O3-text
lizard 2.1 -11,296.36,2787.10,16953817,9144476,53.94,corpus_text//jmh-x64-O3-text
lizard 2.1 -12,169.63,2955.29,16953817,8618023,50.83,corpus_text//jmh-x64-O3-text
lizard 2.1 -13,106.14,2976.09,16953817,8414913,49.63,corpus_text//jmh-x64-O3-text
lizard 2.1 -14,98.82,3039.38,16953817,8297712,48.94,corpus_text//jmh-x64-O3-text
lz4 1.10.0,618.87,4170.51,16953817,10213452,60.24,corpus_text//jmh-x64-O3-text
lz4 1.10.0 --fast -3,781.29,4069.80,16953817,11316013,66.75,corpus_text//jmh-x64-O3-text
lz4 1.10.0 --fast -17,1648.57,6341.11,16953817,14344059,84.61,corpus_text//jmh-x64-O3-text
lzav 4.22 -1,416.87,2383.64,16953817,8724017,51.46,corpus_text//jmh-x64-O3-text
lzav 4.22 -2,79.35,2091.78,16953817,7562166,44.60,corpus_text//jmh-x64-O3-text
lzf 3.6 -0,305.19,547.02,16953817,10447035,61.62,corpus_text//jmh-x64-O3-text
lzf 3.6 -1,293.93,540.78,16953817,10257166,60.50,corpus_text//jmh-x64-O3-text
lzfse 2017-03-08,79.99,696.95,16953817,7003598,41.31,corpus_text//jmh-x64-O3-text
lzo1b 2.10 -1,180.08,560.14,16953817,9943683,58.65,corpus_text//jmh-x64-O3-text
lzo1c 2.10 -1,197.56,584.92,16953817,10073482,59.42,corpus_text//jmh-x64-O3-text
lzof 2.10 -1,171.81,526.56,16953817,9843909,58.06,corpus_text//jmh-x64-O3-text
lzo1x 2.10 -1,485.36,581.20,16953817,9883329,58.30,corpus_text//jmh-x64-O3-text
lzo1y 2.10 -1,490.89,579.66,16953817,9973832,58.83,corpus_text//jmh-x64-O3-text
lzsse4fast 2019-04-18,247.26,3839.25,16953817,8914788,52.58,corpus_text//jmh-x64-O3-text
lzsse8 2019-04-18 -1,13.64,4481.59,16953817,8119367,47.89,corpus_text//jmh-x64-O3-text
lzvn 2017-03-08,68.56,931.24,16953817,7578949,44.70,corpus_text//jmh-x64-O3-text
quicklz 1.5.0 -1,406.71,522.27,16953817,9565918,56.42,corpus_text//jmh-x64-O3-text
quicklz 1.5.0 -2,223.38,513.00,16953817,8483974,50.04,corpus_text//jmh-x64-O3-text
snappy 1.2.1,366.89,1103.07,16953817,10212485,60.24,corpus_text//jmh-x64-O3-text
zstd 1.5.7 -1,457.23,1349.22,16953817,8072845,47.62,corpus_text//jmh-x64-O3-text
zstd 1.5.7 -2,376.61,1273.62,16953817,7291485,43.01,corpus_text//jmh-x64-O3-text
zstd 1.5.7 -3,261.66,1200.23,16953817,6850157,40.40,corpus_text//jmh-x64-O3-text
zstd 1.5.7 -4,224.93,1167.33,16953817,6639770,39.16,corpus_text//jmh-x64-O3-text
zstd 1.5.7 -5,123.27,1136.49,16953817,6458083,38.09,corpus_text//jmh-x64-O3-text
memcpy,28975.78,29394.46,2866371,2866371,100.00,corpus_text//hello-world-x64-prof-text
fastlz 0.5.0 -1,286.07,655.66,2866371,1574564,54.93,corpus_text//hello-world-x64-prof-text
fastlz 0.5.0 -2,278.85,654.69,2866371,1525503,53.22,corpus_text//hello-world-x64-prof-text
kanzi 2.3 -1,239.63,1308.65,2866371,1205961,42.07,corpus_text//hello-world-x64-prof-text
kanzi 2.3 -2,201.48,546.46,2866371,1044441,36.44,corpus_text//hello-world-x64-prof-text
kanzi 2.3 -3,143.45,571.99,2866371,1028391,35.88,corpus_text//hello-world-x64-prof-text
lizard 2.1 -10,555.66,3140.54,2866371,1509145,52.65,corpus_text//hello-world-x64-prof-text
lizard 2.1 -11,300.77,3075.92,2866371,1375463,47.99,corpus_text//hello-world-x64-prof-text
lizard 2.1 -12,164.73,3201.47,2866371,1294865,45.17,corpus_text//hello-world-x64-prof-text
lizard 2.1 -13,110.22,3223.64,2866371,1253732,43.74,corpus_text//hello-world-x64-prof-text
lizard 2.1 -14,102.11,3225.75,2866371,1230372,42.92,corpus_text//hello-world-x64-prof-text
lz4 1.10.0,656.40,4271.74,2866371,1493526,52.11,corpus_text//hello-world-x64-prof-text
lz4 1.10.0 --fast -3,786.67,4272.20,2866371,1654595,57.72,corpus_text//hello-world-x64-prof-text
lz4 1.10.0 --fast -17,1463.78,5950.95,2866371,2144763,74.83,corpus_text//hello-world-x64-prof-text
lzav 4.22 -1,483.43,2736.26,2866371,1335418,46.59,corpus_text//hello-world-x64-prof-text
lzav 4.22 -2,99.88,2533.73,2866371,1167795,40.74,corpus_text//hello-world-x64-prof-text
lzf 3.6 -0,340.06,599.26,2866371,1551325,54.12,corpus_text//hello-world-x64-prof-text
lzf 3.6 -1,336.15,599.46,2866371,1516701,52.91,corpus_text//hello-world-x64-prof-text
lzfse 2017-03-08,88.65,754.31,2866371,1033600,36.06,corpus_text//hello-world-x64-prof-text
lzo1b 2.10 -1,211.05,610.20,2866371,1483666,51.76,corpus_text//hello-world-x64-prof-text
lzo1c 2.10 -1,238.95,642.35,2866371,1491178,52.02,corpus_text//hello-world-x64-prof-text
lzof 2.10 -1,204.47,579.40,2866371,1457146,50.84,corpus_text//hello-world-x64-prof-text
lzo1x 2.10 -1,523.92,630.44,2866371,1455560,50.78,corpus_text//hello-world-x64-prof-text
lzo1y 2.10 -1,533.31,622.97,2866371,1464517,51.09,corpus_text//hello-world-x64-prof-text
lzsse4fast 2019-04-18,258.43,4190.89,2866371,1406405,49.07,corpus_text//hello-world-x64-prof-text
lzsse8 2019-04-18 -1,4.86,5105.40,2866371,1239278,43.24,corpus_text//hello-world-x64-prof-text
lzvn 2017-03-08,74.41,1013.46,2866371,1126049,39.28,corpus_text//hello-world-x64-prof-text
quicklz 1.5.0 -1,433.69,577.97,2866371,1417552,49.45,corpus_text//hello-world-x64-prof-text
quicklz 1.5.0 -2,241.28,592.68,2866371,1254867,43.78,corpus_text//hello-world-x64-prof-text
snappy 1.2.1,386.78,1119.31,2866371,1508342,52.62,corpus_text//hello-world-x64-prof-text
zstd 1.5.7 -1,487.80,1405.36,2866371,1178148,41.10,corpus_text//hello-world-x64-prof-text
zstd 1.5.7 -2,398.40,1354.44,2866371,1080925,37.71,corpus_text//hello-world-x64-prof-text
zstd 1.5.7 -3,297.17,1296.57,2866371,1016348,35.46,corpus_text//hello-world-x64-prof-text
zstd 1.5.7 -4,263.91,1286.47,2866371,996180,34.75,corpus_text//hello-world-x64-prof-text
zstd 1.5.7 -5,139.54,1244.17,2866371,964664,33.65,corpus_text//hello-world-x64-prof-text
memcpy,20601.66,20345.50,86361067,86361067,100.00,corpus_text//spring-petclinic-x64-prof-text
fastlz 0.5.0 -1,267.06,611.28,86361067,50579309,58.57,corpus_text//spring-petclinic-x64-prof-text
fastlz 0.5.0 -2,259.32,604.26,86361067,48995923,56.73,corpus_text//spring-petclinic-x64-prof-text
kanzi 2.3 -1,225.50,1230.12,86361067,37292936,43.18,corpus_text//spring-petclinic-x64-prof-text
kanzi 2.3 -2,194.06,525.28,86361067,32396984,37.51,corpus_text//spring-petclinic-x64-prof-text
kanzi 2.3 -3,134.39,556.60,86361067,31570434,36.56,corpus_text//spring-petclinic-x64-prof-text
lizard 2.1 -10,507.70,2856.92,86361067,48059815,55.65,corpus_text//spring-petclinic-x64-prof-text
lizard 2.1 -11,329.52,2788.74,86361067,43082636,49.89,corpus_text//spring-petclinic-x64-prof-text
lizard 2.1 -12,178.19,2905.74,86361067,40271168,46.63,corpus_text//spring-petclinic-x64-prof-text
lizard 2.1 -13,111.71,2921.36,86361067,39007496,45.17,corpus_text//spring-petclinic-x64-prof-text
lizard 2.1 -14,103.11,2949.55,86361067,38255545,44.30,corpus_text//spring-petclinic-x64-prof-text
lz4 1.10.0,614.75,3989.18,86361067,47604779,55.12,corpus_text//spring-petclinic-x64-prof-text
lz4 1.10.0 --fast -3,725.05,3927.12,86361067,52714818,61.04,corpus_text//spring-petclinic-x64-prof-text
lz4 1.10.0 --fast -17,1362.75,5014.91,86361067,68561965,79.39,corpus_text//spring-petclinic-x64-prof-text
