Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
kanzi 2.3 -1,119.87,644.52,40550880,15929876,39.28,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
kanzi 2.3 -2,102.51,297.53,40550880,12851897,31.69,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
kanzi 2.3 -3,75.36,307.90,40550880,12576945,31.02,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lizard 2.1 -10,275.58,1237.49,40550880,19737377,48.67,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lizard 2.1 -11,188.90,1183.72,40550880,18466168,45.54,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lizard 2.1 -12,97.74,1268.27,40550880,17205065,42.43,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lizard 2.1 -13,61.84,1272.37,40550880,16844344,41.54,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lizard 2.1 -14,56.21,1277.28,40550880,16654193,41.07,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lz4 1.10.0,357.56,1996.71,40550880,19721767,48.63,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lz4 1.10.0 --fast -3,386.80,1989.84,40550880,21229178,52.35,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lz4 1.10.0 --fast -17,585.57,2239.27,40550880,28836920,71.11,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzav 4.22 -1,246.69,1249.53,40550880,16511824,40.72,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzav 4.22 -2,54.49,1258.76,40550880,14522780,35.81,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzf 3.6 -0,205.70,371.46,40550880,20064923,49.48,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzf 3.6 -1,217.87,372.06,40550880,19778189,48.77,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzfse 2017-03-08,49.59,378.58,40550880,13022482,32.11,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzo1b 2.10 -1,127.45,395.71,40550880,19092966,47.08,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzo1c 2.10 -1,159.96,395.32,40550880,19232177,47.43,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzof 2.10 -1,136.39,384.86,40550880,18613367,45.90,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzo1x 2.10 -1,314.51,382.24,40550880,18843174,46.47,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzo1y 2.10 -1,318.65,384.88,40550880,18552594,45.75,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzsse4fast 2019-04-18,177.09,1953.59,40550880,18139133,44.73,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzsse8 2019-04-18 -1,12.86,2264.76,40550880,16516731,40.73,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
lzvn 2017-03-08,41.11,507.81,40550880,15009939,37.02,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
quicklz 1.5.0 -1,264.93,370.68,40550880,17669918,43.57,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
quicklz 1.5.0 -2,134.92,338.60,40550880,16636937,41.03,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
snappy 1.2.1,249.17,606.73,40550880,19250400,47.47,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
zstd 1.5.7 -1,234.58,690.63,40550880,14159286,34.92,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
zstd 1.5.7 -2,200.80,653.62,40550880,13184624,32.51,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
zstd 1.5.7 -3,149.19,615.63,40550880,12348265,30.45,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
zstd 1.5.7 -4,148.21,612.11,40550880,12138614,29.93,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
zstd 1.5.7 -5,80.42,612.53,40550880,11832577,29.18,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O2/barista-native-image:helidon-hello-world-graalvm-linux-x64-O2
memcpy,9567.86,9736.52,56093880,56093880,100.00,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O3/barista-native-image:helidon-hello-world-graalvm-linux-x64-O3
fastlz 0.5.0 -1,193.49,424.31,56093880,26569194,47.37,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O3/barista-native-image:helidon-hello-world-graalvm-linux-x64-O3
fastlz 0.5.0 -2,173.37,403.34,56093880,26119010,46.56,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O3/barista-native-image:helidon-hello-world-graalvm-linux-x64-O3
kanzi 2.3 -1,123.73,647.85,56093880,21128881,37.67,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O3/barista-native-image:helidon-hello-world-graalvm-linux-x64-O3
kanzi 2.3 -2,105.79,305.34,56093880,16888595,30.11,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O3/barista-native-image:helidon-hello-world-graalvm-linux-x64-O3
kanzi 2.3 -3,76.18,314.54,56093880,16628139,29.64,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O3/barista-native-image:helidon-hello-world-graalvm-linux-x64-O3
lizard 2.1 -10,287.46,1243.41,56093880,26138359,46.60,./barista-native-image:helidon-hello-world-graalvm-linux-x64-O3/barista-native-image:helidon-hello-world-graalvm-linux-x64-O3
