filename,0,File-bits,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
./bin/dacapo-native-image:fop-graalvm-linux-x64-Os/dacapo-native-image:fop-graalvm-linux-x64-Os,1,469837760,0.930197,44727139.963067,0.345730,3.897428,0.146777
./bin/dacapo-native-image:fop-graalvm-linux-x64-prof/dacapo-native-image:fop-graalvm-linux-x64-prof,1,1021697856,0.883729,160208649.775097,0.302006,3.899852,0.184971
./bin/dacapo-native-image:luindex-graalvm-linux-x64-debug/dacapo-native-image:luindex-graalvm-linux-x64-debug,1,274497984,0.908212,34181359.641992,0.323561,3.896742,0.160410
./bin/dacapo-native-image:luindex-graalvm-linux-x64-O0/dacapo-native-image:luindex-graalvm-linux-x64-O0,1,274492992,0.908156,34200908.399815,0.323509,3.899713,0.159601
./bin/dacapo-native-image:luindex-graalvm-linux-x64-O1/dacapo-native-image:luindex-graalvm-linux-x64-O1,1,194635136,0.922283,20590342.207327,0.337374,3.898043,0.152972
./bin/dacapo-native-image:luindex-graalvm-linux-x64-O2/dacapo-native-image:luindex-graalvm-linux-x64-O2,1,249122240,0.901248,33319211.133507,0.317143,3.900602,0.178160
./bin/dacapo-native-image:luindex-graalvm-linux-x64-O3/dacapo-native-image:luindex-graalvm-linux-x64-O3,1,330828416,0.886359,50735234.058362,0.304195,3.893232,0.195476
./bin/dacapo-native-image:luindex-graalvm-linux-x64-Os/dacapo-native-image:luindex-graalvm-linux-x64-Os,1,185799872,0.927933,18251206.368259,0.343291,3.902212,0.146778
./bin/dacapo-native-image:luindex-graalvm-linux-x64-prof/dacapo-native-image:luindex-graalvm-linux-x64-prof,1,401197632,0.876533,66687008.498665,0.296150,3.906162,0.191364
./bin/dacapo-native-image:lusearch-graalvm-linux-x64-debug/dacapo-native-image:lusearch-graalvm-linux-x64-debug,1,254357696,0.906663,32195950.667283,0.322111,3.899191,0.163359
./bin/dacapo-native-image:lusearch-graalvm-linux-x64-O0/dacapo-native-image:lusearch-graalvm-linux-x64-O0,1,254359232,0.906575,32225824.836476,0.322029,3.900768,0.163179
./bin/dacapo-native-image:lusearch-graalvm-linux-x64-O1/dacapo-native-image:lusearch-graalvm-linux-x64-O1,1,179502336,0.920074,19518981.682016,0.335122,3.901674,0.153919
./bin/dacapo-native-image:lusearch-graalvm-linux-x64-O2/dacapo-native-image:lusearch-graalvm-linux-x64-O2,1,227707968,0.900891,30562431.474865,0.316821,3.898443,0.179626
